Gateway Left,7/9/2021,19:31,00:00.2
Gateway Left,7/9/2021,19:32,00:00.2
Gateway Left,7/9/2021,19:32,00:00.2
Gateway Left,7/9/2021,19:34,00:03.2
Gateway Left,7/9/2021,19:36,00:00.3
Gateway Left,7/9/2021,19:37,00:00.2
Gateway Left,7/9/2021,19:40,00:00.3
Gateway Left,7/9/2021,19:43,00:00.3
Gateway Left,7/9/2021,19:46,00:00.4
Gateway Left,7/9/2021,19:53,00:02.6
Gateway Left,7/9/2021,19:55,00:00.2
Gateway Left,7/9/2021,19:56,00:00.2
Gateway Left,7/9/2021,19:58,00:00.2
Gateway Left,7/9/2021,20:06,00:28.2
Gateway Left,7/9/2021,20:09,00:02.2
Gateway Left,7/9/2021,20:10,00:00.2
Gateway Left,7/9/2021,20:12,00:00.2
Gateway Left,7/9/2021,20:12,00:00.2
Gateway Left,7/9/2021,20:15,00:00.2
Gateway Left,7/9/2021,20:16,00:00.2
Gateway Left,7/9/2021,20:18,00:00.2
Gateway Left,7/9/2021,20:22,00:00.3
Gateway Left,7/9/2021,20:26,00:00.2
Gateway Left,7/9/2021,20:35,00:00.2
Gateway Left,7/9/2021,20:37,00:00.2
Gateway Left,7/9/2021,20:39,00:00.2
Gateway Left,7/9/2021,20:41,00:00.4
Gateway Left,7/9/2021,20:46,00:00.2
Gateway Left,7/9/2021,20:47,00:00.3
Gateway Left,7/9/2021,20:54,00:00.3
Gateway Left,7/9/2021,22:30,00:00.2
Gateway Left,7/10/2021,19:28,00:28.4
Gateway Left,7/10/2021,19:33,00:00.2
Gateway Left,7/10/2021,19:34,00:00.3
Gateway Left,7/10/2021,19:35,00:08.9
Gateway Left,7/10/2021,19:37,00:00.2
Gateway Left,7/10/2021,19:38,00:00.3
Gateway Left,7/10/2021,19:39,00:00.2
Gateway Left,7/10/2021,19:41,00:04.0
Gateway Left,7/10/2021,19:42,00:00.2
Gateway Left,7/10/2021,19:46,00:00.4
Gateway Left,7/10/2021,19:47,00:00.2
Gateway Left,7/10/2021,19:48,00:00.2
Gateway Left,7/10/2021,19:51,00:06.0
Gateway Left,7/10/2021,19:53,00:00.2
Gateway Left,7/10/2021,19:55,00:00.2
Gateway Left,7/10/2021,19:58,00:00.2
Gateway Left,7/10/2021,19:58,00:00.2
Gateway Left,7/10/2021,19:59,00:00.2
Gateway Left,7/10/2021,20:01,00:00.3
Gateway Left,7/10/2021,20:02,00:00.3
Gateway Left,7/10/2021,20:03,00:00.3
Gateway Left,7/10/2021,20:04,00:00.3
Gateway Left,7/10/2021,20:06,00:00.3
Gateway Left,7/10/2021,20:06,00:00.4
Gateway Left,7/10/2021,20:08,00:00.2
Gateway Left,7/10/2021,20:08,00:00.2
Gateway Left,7/10/2021,20:10,00:00.2
Gateway Left,7/10/2021,20:13,00:00.2
Gateway Left,7/10/2021,20:14,00:00.2
Gateway Left,7/10/2021,20:15,00:02.8
Gateway Left,7/10/2021,20:16,00:00.2
Gateway Left,7/10/2021,20:17,00:00.2
Gateway Left,7/10/2021,20:23,00:00.3
Gateway Left,7/10/2021,20:24,00:00.2
Gateway Left,7/10/2021,20:26,00:00.2
Gateway Left,7/10/2021,20:28,00:00.2
Gateway Left,7/10/2021,20:30,00:00.2
Gateway Left,7/10/2021,20:33,00:00.4
Gateway Left,7/10/2021,20:33,00:00.2
Gateway Left,7/10/2021,20:34,00:00.3
Gateway Left,7/10/2021,20:34,00:00.2
Gateway Left,7/10/2021,20:38,00:00.2
Gateway Left,7/10/2021,20:40,00:00.2
Gateway Left,7/10/2021,20:40,00:00.2
Gateway Left,7/10/2021,20:42,00:00.4
Gateway Left,7/10/2021,20:44,00:00.2
Gateway Left,7/10/2021,20:45,00:00.2
Gateway Left,7/10/2021,20:47,00:00.2
Gateway Left,7/10/2021,20:50,00:00.2
Gateway Left,7/10/2021,20:52,00:00.2
Gateway Left,7/10/2021,20:53,00:00.2
Gateway Left,7/10/2021,20:57,00:00.3
Gateway Left,7/10/2021,21:02,00:00.4
Gateway Left,7/10/2021,21:04,00:00.2
Gateway Left,7/10/2021,21:05,00:00.2
Gateway Left,7/10/2021,21:06,00:00.2
Gateway Left,7/10/2021,21:07,00:00.2
Gateway Left,7/10/2021,21:10,00:00.2
Gateway Left,7/10/2021,21:10,00:04.5
Gateway Left,7/10/2021,22:57,00:00.3
Gateway Left,7/12/2021,5:15,6:-9:32.688
Gateway Left,7/12/2021,19:23,00:00.2
Gateway Left,7/12/2021,19:29,00:01.4
Gateway Left,7/12/2021,19:30,00:00.2
Gateway Left,7/12/2021,19:34,00:00.4
Gateway Left,7/12/2021,19:34,00:00.3
Gateway Left,7/12/2021,19:35,00:00.2
Gateway Left,7/12/2021,19:36,00:00.2
Gateway Left,7/12/2021,19:37,00:00.2
Gateway Left,7/12/2021,19:38,00:00.2
Gateway Left,7/12/2021,19:38,00:02.3
Gateway Left,7/12/2021,19:39,00:24.1
Gateway Left,7/12/2021,19:42,00:00.2
Gateway Left,7/12/2021,19:45,00:00.3
Gateway Left,7/12/2021,19:50,00:00.3
Gateway Left,7/12/2021,19:54,00:00.3
Gateway Left,7/12/2021,20:03,00:05.6
Gateway Left,7/12/2021,20:08,00:00.2
Gateway Left,7/13/2021,19:29,00:00.3
Gateway Left,7/13/2021,19:31,00:00.2
Gateway Left,7/13/2021,19:32,00:00.2
Gateway Left,7/13/2021,19:32,00:00.3
Gateway Left,7/13/2021,19:34,00:00.3
Gateway Left,7/13/2021,19:35,00:00.2
Gateway Left,7/13/2021,19:37,00:00.2
Gateway Left,7/13/2021,19:37,00:00.2
Gateway Left,7/13/2021,19:38,00:00.2
Gateway Left,7/13/2021,19:44,00:00.2
Gateway Left,7/13/2021,19:46,00:00.2
Gateway Left,7/13/2021,19:50,00:00.2
Gateway Left,7/13/2021,19:52,00:00.2
Gateway Left,7/13/2021,20:03,00:00.3
Gateway Left,7/13/2021,20:03,00:00.2
Gateway Left,7/13/2021,20:06,00:00.2
Gateway Left,7/13/2021,20:07,00:00.3
Gateway Left,7/13/2021,20:08,00:00.2
Gateway Left,7/13/2021,20:08,00:32.1
Gateway Left,7/13/2021,20:10,00:00.2
Gateway Left,7/13/2021,20:14,00:00.2
Gateway Left,7/13/2021,20:16,00:00.2
Gateway Left,7/13/2021,20:20,00:00.3
Gateway Left,7/13/2021,20:21,00:00.2
Gateway Left,7/13/2021,20:23,00:00.2
Gateway Left,7/13/2021,20:25,00:00.2
Gateway Left,7/13/2021,20:26,00:00.3
Gateway Left,7/13/2021,20:28,00:00.2
Gateway Left,7/13/2021,20:32,00:00.2
Gateway Left,7/13/2021,20:33,00:03.4
Gateway Left,7/13/2021,20:34,00:00.3
Gateway Left,7/13/2021,20:35,00:00.2
Gateway Left,7/13/2021,20:35,00:25.7
Gateway Left,7/13/2021,20:38,00:00.2
Gateway Left,7/13/2021,20:39,00:00.2
Gateway Left,7/13/2021,20:40,00:00.2
Gateway Left,7/13/2021,20:41,00:00.2
Gateway Left,7/13/2021,20:43,00:00.3
Gateway Left,7/13/2021,20:44,00:00.2
Gateway Left,7/13/2021,20:47,00:00.2
Gateway Left,7/13/2021,20:47,00:00.2
Gateway Left,7/13/2021,20:49,00:00.2
Gateway Left,7/13/2021,20:52,00:01.2
Gateway Left,7/13/2021,20:59,00:00.3
Gateway Left,7/13/2021,21:00,00:00.2
Gateway Left,7/13/2021,21:03,00:00.3
Gateway Left,7/13/2021,23:14,00:00.2
Gateway Left,7/14/2021,10:32,25:24.4
Gateway Left,7/14/2021,15:07,00:01.2
Gateway Left,7/14/2021,15:09,00:00.3
Gateway Left,7/14/2021,16:42,00:00.2
Gateway Left,7/14/2021,17:25,00:00.2
Gateway Left,7/14/2021,17:25,00:00.2
Gateway Left,7/14/2021,17:39,00:00.3
Gateway Left,7/14/2021,17:41,00:00.3
Gateway Left,7/14/2021,17:42,00:00.3
Gateway Left,7/14/2021,17:44,00:00.3
Gateway Left,7/14/2021,17:45,00:00.2
Gateway Left,7/15/2021,0:00,00:00.3
Gateway Left,7/15/2021,0:26,00:22.2
Gateway Left,7/15/2021,19:22,00:00.2
Gateway Left,7/15/2021,19:26,00:00.2
Gateway Left,7/15/2021,19:29,00:00.2
Gateway Left,7/15/2021,19:31,00:00.2
Gateway Left,7/15/2021,19:34,00:00.3
Gateway Left,7/15/2021,19:36,00:00.3
Gateway Left,7/15/2021,19:40,00:00.3
Gateway Left,7/15/2021,19:45,00:00.2
Gateway Left,7/15/2021,19:47,00:00.2
Gateway Left,7/15/2021,19:57,00:00.4
Gateway Left,7/15/2021,19:58,00:00.2
Gateway Left,7/15/2021,19:59,00:00.2
Gateway Left,7/15/2021,20:01,00:00.2
Gateway Left,7/15/2021,20:02,00:00.3
Gateway Left,7/15/2021,20:03,00:00.2
Gateway Left,7/15/2021,20:04,00:00.2
Gateway Left,7/15/2021,20:08,00:00.3
Gateway Left,7/15/2021,20:09,00:00.2
Gateway Left,7/15/2021,20:13,00:00.2
Gateway Left,7/15/2021,20:14,00:00.2
Gateway Left,7/15/2021,20:16,00:00.2
Gateway Left,7/15/2021,20:23,00:00.2
Gateway Left,7/15/2021,20:30,00:00.2
Gateway Left,7/15/2021,20:32,00:00.2
Gateway Left,7/15/2021,20:34,00:00.2
Gateway Left,7/15/2021,20:39,00:04.7
Gateway Left,7/15/2021,20:41,00:28.2
Gateway Left,7/15/2021,20:43,00:00.2
Gateway Left,7/15/2021,20:48,00:00.2
Gateway Left,7/15/2021,20:51,00:00.2
Gateway Left,7/15/2021,20:54,00:00.2
Gateway Left,7/15/2021,21:02,00:00.2
Gateway Left,7/15/2021,21:52,00:00.2
Gateway Left,7/15/2021,22:09,01:07.6
Gateway Left,7/16/2021,17:13,00:00.4
Gateway Left,7/16/2021,17:19,12:26.6
Gateway Left,7/16/2021,19:20,00:22.3
Gateway Left,7/16/2021,19:21,00:00.2
Gateway Left,7/16/2021,19:36,00:00.2
Gateway Left,7/16/2021,19:39,00:01.4
Gateway Left,7/16/2021,19:40,00:00.2
Gateway Left,7/16/2021,19:41,00:00.3
Gateway Left,7/16/2021,19:42,00:00.5
Gateway Left,7/16/2021,19:44,00:00.2
Gateway Left,7/16/2021,19:57,00:00.2
Gateway Left,7/16/2021,20:02,00:00.2
Gateway Left,7/16/2021,20:03,00:00.3
Gateway Left,7/16/2021,20:03,00:00.2
Gateway Left,7/16/2021,20:04,00:04.0
Gateway Left,7/16/2021,20:06,00:00.2
Gateway Left,7/16/2021,20:07,00:26.1
Gateway Left,7/16/2021,20:09,00:00.2
Gateway Left,7/16/2021,20:09,00:00.3
Gateway Left,7/16/2021,20:10,00:00.2
Gateway Left,7/16/2021,20:11,00:00.3
Gateway Left,7/16/2021,20:12,00:00.2
Gateway Left,7/16/2021,20:16,00:00.2
Gateway Left,7/16/2021,20:17,00:00.2
Gateway Left,7/16/2021,20:18,00:00.2
Gateway Left,7/16/2021,20:20,00:01.1
Gateway Left,7/16/2021,20:21,00:00.2
Gateway Left,7/16/2021,20:28,00:03.2
Gateway Left,7/16/2021,20:28,00:00.2
Gateway Left,7/16/2021,20:29,00:00.2
Gateway Left,7/16/2021,20:30,00:00.2
Gateway Left,7/16/2021,20:31,00:00.3
Gateway Left,7/16/2021,20:31,00:04.5
Gateway Left,7/16/2021,20:32,00:00.2
Gateway Left,7/16/2021,20:34,00:00.3
Gateway Left,7/16/2021,20:36,00:00.3
Gateway Left,7/16/2021,20:47,00:00.3
Gateway Left,7/16/2021,20:48,00:00.2
Gateway Left,7/16/2021,20:56,00:00.2
Gateway Left,7/16/2021,21:12,00:00.2
Gateway Left,7/16/2021,21:38,00:00.2
Gateway Left,7/17/2021,0:00,00:00.3
Gateway Left,7/17/2021,18:05,07:56.5
Gateway Left,7/17/2021,19:09,00:00.3
Gateway Left,7/17/2021,19:20,00:00.2
Gateway Left,7/17/2021,19:40,00:04.6
Gateway Left,7/17/2021,19:41,00:01.2
Gateway Left,7/17/2021,19:42,00:00.3
Gateway Left,7/17/2021,19:48,00:52.9
Gateway Left,7/17/2021,19:52,00:00.3
Gateway Left,7/17/2021,19:58,00:00.2
Gateway Left,7/17/2021,19:59,00:00.2
Gateway Left,7/17/2021,20:01,00:00.2
Gateway Left,7/17/2021,20:03,00:01.7
Gateway Left,7/17/2021,20:04,00:00.3
Gateway Left,7/17/2021,20:05,00:00.2
Gateway Left,7/17/2021,20:07,00:00.2
Gateway Left,7/17/2021,20:11,00:00.2
Gateway Left,7/17/2021,20:11,00:00.3
Gateway Left,7/17/2021,20:13,00:00.2
Gateway Left,7/17/2021,20:16,00:00.2
Gateway Left,7/17/2021,20:21,00:01.5
Gateway Left,7/17/2021,20:23,00:39.6
Gateway Left,7/17/2021,20:25,00:00.3
Gateway Left,7/17/2021,20:28,00:00.3
Gateway Left,7/17/2021,20:31,00:00.2
Gateway Left,7/17/2021,20:37,00:00.2
Gateway Left,7/17/2021,21:56,00:00.2
Gateway Left,7/17/2021,23:23,00:00.2
Gateway Left,7/18/2021,0:00,00:00.2
Gateway Left,7/19/2021,0:00,00:00.2
Gateway Left,7/19/2021,18:19,00:33.1
Gateway Left,7/19/2021,18:20,00:28.3
Gateway Left,7/19/2021,19:32,00:00.2
Gateway Left,7/19/2021,19:33,00:04.3
Gateway Left,7/19/2021,19:34,00:00.2
Gateway Left,7/19/2021,19:35,00:00.3
Gateway Left,7/19/2021,19:35,00:04.5
Gateway Left,7/19/2021,19:38,00:00.2
Gateway Left,7/19/2021,19:50,00:00.2
Gateway Left,7/19/2021,19:53,00:00.2
Gateway Left,7/19/2021,20:00,00:00.3
Gateway Left,7/19/2021,20:00,00:00.4
Gateway Left,7/19/2021,20:03,00:00.4
Gateway Left,7/19/2021,20:04,00:00.2
Gateway Left,7/19/2021,20:04,00:24.9
Gateway Left,7/19/2021,20:16,00:00.2
Gateway Left,7/19/2021,20:28,00:00.2
Gateway Left,7/19/2021,20:31,00:00.4
Gateway Left,7/19/2021,20:32,00:00.2
Gateway Left,7/19/2021,20:40,00:00.2
Gateway Left,7/19/2021,20:40,00:00.2
Gateway Left,7/19/2021,22:26,00:22.4
Gateway Left,7/20/2021,18:46,00:00.3
Gateway Left,7/20/2021,18:49,00:00.2
Gateway Left,7/20/2021,19:28,00:00.2
Gateway Left,7/20/2021,19:29,00:00.4
Gateway Left,7/20/2021,19:30,00:00.2
Gateway Left,7/20/2021,19:31,00:00.2
Gateway Left,7/20/2021,19:37,00:00.2
Gateway Left,7/20/2021,19:39,00:00.2
Gateway Left,7/20/2021,19:40,00:00.2
Gateway Left,7/20/2021,19:41,00:00.3
Gateway Left,7/20/2021,19:42,00:00.2
Gateway Left,7/20/2021,19:49,00:00.2
Gateway Left,7/20/2021,19:50,00:00.2
Gateway Left,7/20/2021,19:51,00:00.3
Gateway Left,7/20/2021,19:57,00:00.2
Gateway Left,7/20/2021,19:57,00:00.3
Gateway Left,7/20/2021,19:58,00:00.2
Gateway Left,7/20/2021,19:59,00:00.2
Gateway Left,7/20/2021,20:02,00:32.5
Gateway Left,7/20/2021,20:09,00:00.2
Gateway Left,7/20/2021,20:12,00:00.2
Gateway Left,7/20/2021,20:14,00:00.4
Gateway Left,7/20/2021,20:16,00:00.2
Gateway Left,7/20/2021,20:16,00:00.2
Gateway Left,7/20/2021,20:20,00:28.4
Gateway Left,7/20/2021,20:23,00:00.2
Gateway Left,7/20/2021,20:24,00:00.2
Gateway Left,7/20/2021,20:27,00:00.2
Gateway Left,7/20/2021,20:28,00:00.2
Gateway Left,7/20/2021,20:31,00:00.3
Gateway Left,7/20/2021,20:34,00:00.4
Gateway Left,7/20/2021,20:36,00:00.2
Gateway Left,7/20/2021,20:39,00:00.2
Gateway Left,7/20/2021,20:39,00:00.4
Gateway Left,7/20/2021,20:40,00:00.2
Gateway Left,7/20/2021,20:42,00:00.2
Gateway Left,7/20/2021,20:44,00:00.3
Gateway Left,7/20/2021,20:49,00:00.3
Gateway Left,7/21/2021,0:01,00:00.2
Gateway Left,7/21/2021,9:08,05:06.2
Gateway Left,7/21/2021,10:01,16:03.0
Gateway Left,7/21/2021,11:57,1:-47:34.629
Gateway Left,7/21/2021,12:47,1:-37:37.494
Gateway Left,7/21/2021,15:44,09:23.5
Gateway Left,7/21/2021,16:52,1:-51:21.265
Gateway Left,7/21/2021,17:45,13:29.2
Gateway Left,7/21/2021,20:59,1:-38:0.514999999999997
Gateway Left,7/21/2021,21:40,1:-41:38.394
Gateway Left,7/21/2021,22:49,00:07.3
Gateway Left,7/21/2021,23:11,16:34.1
Gateway Left,7/22/2021,0:11,00:00.2
Gateway Left,7/22/2021,7:58,1:-6:5.398999999999997
Gateway Left,7/22/2021,12:12,09:20.0
Gateway Left,7/22/2021,15:48,07:53.0
Gateway Left,7/22/2021,18:38,00:20.4
Gateway Left,7/22/2021,18:39,00:00.2
Gateway Left,7/22/2021,19:27,00:00.2
Gateway Left,7/22/2021,19:28,00:23.9
Gateway Left,7/22/2021,19:34,00:00.2
Gateway Left,7/22/2021,19:47,00:03.8
Gateway Left,7/22/2021,19:48,00:00.2
Gateway Left,7/22/2021,19:56,00:00.3
Gateway Left,7/22/2021,19:57,00:00.2
Gateway Left,7/22/2021,19:58,00:00.2
Gateway Left,7/22/2021,19:59,00:00.2
Gateway Left,7/22/2021,19:59,00:00.2
Gateway Left,7/22/2021,20:02,00:00.2
Gateway Left,7/22/2021,20:03,00:00.2
Gateway Left,7/22/2021,20:06,00:00.2
Gateway Left,7/22/2021,20:08,00:00.2
Gateway Left,7/22/2021,20:10,00:00.2
Gateway Left,7/22/2021,20:11,00:00.2
Gateway Left,7/22/2021,20:14,00:00.3
Gateway Left,7/22/2021,20:14,00:00.2
Gateway Left,7/22/2021,20:18,00:00.2
Gateway Left,7/22/2021,20:20,00:00.2
Gateway Left,7/22/2021,20:21,00:00.2
Gateway Left,7/22/2021,20:22,00:00.2
Gateway Left,7/22/2021,20:24,00:00.3
Gateway Left,7/22/2021,20:25,00:00.2
Gateway Left,7/22/2021,20:25,00:00.4
Gateway Left,7/22/2021,20:26,00:01.9
Gateway Left,7/22/2021,20:27,00:00.2
Gateway Left,7/22/2021,20:28,00:00.2
Gateway Left,7/22/2021,20:32,00:00.2
Gateway Left,7/22/2021,20:33,00:00.2
Gateway Left,7/22/2021,20:35,00:00.2
Gateway Left,7/22/2021,20:37,00:00.2
Gateway Left,7/22/2021,20:42,00:00.3
Gateway Left,7/22/2021,20:43,00:00.3
Gateway Left,7/22/2021,20:43,00:00.2
Gateway Left,7/22/2021,20:50,00:00.2
Gateway Left,7/22/2021,20:51,00:00.3
Gateway Left,7/22/2021,20:51,00:00.2
Gateway Left,7/22/2021,20:53,00:00.3
Gateway Left,7/22/2021,20:55,00:00.2
Gateway Left,7/22/2021,20:56,00:00.2
Gateway Left,7/22/2021,21:04,00:00.2
Gateway Left,7/22/2021,21:14,00:00.3
Gateway Left,7/22/2021,21:16,00:00.3
Gateway Left,7/22/2021,22:10,00:00.3
Gateway Left,7/23/2021,1:31,15:52.7
Gateway Left,7/23/2021,4:04,00:12.4
Gateway Left,7/23/2021,7:14,14:38.2
Gateway Left,7/23/2021,8:38,1:-15:3.429000000000002
Gateway Left,7/23/2021,11:24,00:08.6
Gateway Left,7/23/2021,11:26,1:-23:52.094
Gateway Left,7/23/2021,19:26,00:00.3
Gateway Left,7/23/2021,19:28,00:00.2
Gateway Left,7/23/2021,19:39,00:28.2
Gateway Left,7/23/2021,19:46,00:52.5
Gateway Left,7/23/2021,19:56,00:00.2
Gateway Left,7/23/2021,19:59,00:00.2
Gateway Left,7/23/2021,20:02,00:00.2
Gateway Left,7/23/2021,20:03,00:00.3
Gateway Left,7/23/2021,20:06,00:00.3
Gateway Left,7/23/2021,20:14,00:00.2
Gateway Left,7/23/2021,20:15,00:00.2
Gateway Left,7/23/2021,20:16,00:00.2
Gateway Left,7/23/2021,20:25,00:00.2
Gateway Left,7/23/2021,20:26,00:00.5
Gateway Left,7/23/2021,20:35,00:01.6
Gateway Left,7/23/2021,20:36,00:00.3
Gateway Left,7/23/2021,20:37,00:00.3
Gateway Left,7/23/2021,20:41,00:00.3
Gateway Left,7/23/2021,20:41,00:00.3
Gateway Left,7/23/2021,20:43,00:00.2
Gateway Left,7/23/2021,20:46,00:00.2
Gateway Left,7/23/2021,20:46,00:00.2
Gateway Left,7/23/2021,20:51,00:00.2
Gateway Left,7/23/2021,20:52,00:00.2
Gateway Left,7/23/2021,20:56,00:00.2
Gateway Left,7/23/2021,21:15,00:00.2
Gateway Left,7/24/2021,0:00,00:00.3
Gateway Left,7/24/2021,18:36,00:00.3
Gateway Left,7/24/2021,19:26,00:00.2
Gateway Left,7/24/2021,19:30,00:00.2
Gateway Left,7/24/2021,19:34,00:00.3
Gateway Left,7/24/2021,19:35,00:00.2
Gateway Left,7/24/2021,19:38,00:03.3
Gateway Left,7/24/2021,19:39,00:44.5
Gateway Left,7/24/2021,19:41,00:00.2
Gateway Left,7/24/2021,19:45,00:00.2
Gateway Left,7/24/2021,19:45,00:00.2
Gateway Left,7/24/2021,19:46,00:00.2
Gateway Left,7/24/2021,19:47,00:00.2
Gateway Left,7/24/2021,19:48,00:00.2
Gateway Left,7/24/2021,19:52,00:00.3
Gateway Left,7/24/2021,19:56,00:00.2
Gateway Left,7/24/2021,19:57,00:00.4
Gateway Left,7/24/2021,19:57,00:00.2
Gateway Left,7/24/2021,20:01,00:00.2
Gateway Left,7/24/2021,20:02,00:00.3
Gateway Left,7/24/2021,20:04,00:00.2
Gateway Left,7/24/2021,20:04,00:00.3
Gateway Left,7/24/2021,20:05,00:00.2
Gateway Left,7/24/2021,20:06,00:00.3
Gateway Left,7/24/2021,20:08,00:26.4
Gateway Left,7/24/2021,20:10,00:00.4
Gateway Left,7/24/2021,20:12,00:00.3
Gateway Left,7/24/2021,20:13,00:00.3
Gateway Left,7/24/2021,20:22,00:00.2
Gateway Left,7/24/2021,20:24,00:00.2
Gateway Left,7/24/2021,20:31,00:00.2
Gateway Left,7/24/2021,20:32,00:00.3
Gateway Left,7/24/2021,20:35,00:00.2
Gateway Left,7/24/2021,20:36,00:26.9
Gateway Left,7/24/2021,20:37,00:00.2
Gateway Left,7/24/2021,20:38,00:00.3
Gateway Left,7/24/2021,20:42,00:00.2
Gateway Left,7/24/2021,20:44,00:00.2
Gateway Left,7/24/2021,20:44,00:31.5
Gateway Left,7/24/2021,20:56,00:00.2
Gateway Left,7/24/2021,21:02,00:00.3
Gateway Left,7/24/2021,21:05,00:00.2
Gateway Left,7/24/2021,22:43,00:00.3
Gateway Left,7/24/2021,23:35,00:22.1
Gateway Left,7/26/2021,11:38,00:22.1
Gateway Left,7/26/2021,16:49,00:22.2
Gateway Left,7/26/2021,17:40,00:21.6
Gateway Left,7/26/2021,18:23,00:21.3
Gateway Left,7/26/2021,18:34,00:49.2
Gateway Left,7/26/2021,18:36,00:21.3
Gateway Left,7/26/2021,18:37,01:17.2
Gateway Left,7/26/2021,18:40,00:49.2
Gateway Left,7/26/2021,18:43,00:49.2
Gateway Left,7/26/2021,18:47,00:00.3
Gateway Left,7/26/2021,19:32,00:00.3
Gateway Left,7/26/2021,19:32,00:00.3
Gateway Left,7/26/2021,19:37,00:00.3
Gateway Left,7/26/2021,19:39,00:00.2
Gateway Left,7/26/2021,19:40,00:00.2
Gateway Left,7/26/2021,19:41,00:00.2
Gateway Left,7/26/2021,19:41,00:00.2
Gateway Left,7/26/2021,19:42,00:00.4
Gateway Left,7/26/2021,19:44,00:00.2
Gateway Left,7/26/2021,19:45,00:00.2
Gateway Left,7/26/2021,19:53,00:00.2
Gateway Left,7/26/2021,19:56,00:00.3
Gateway Left,7/26/2021,19:57,00:00.2
Gateway Left,7/26/2021,19:59,00:00.2
Gateway Left,7/26/2021,20:04,00:00.2
Gateway Left,7/26/2021,20:05,00:00.2
Gateway Left,7/26/2021,20:06,00:00.3
Gateway Left,7/26/2021,20:06,00:01.2
Gateway Left,7/26/2021,20:08,00:00.4
Gateway Left,7/26/2021,20:09,00:00.2
Gateway Left,7/26/2021,20:12,00:00.3
Gateway Left,7/26/2021,20:12,00:00.2
Gateway Left,7/26/2021,20:15,00:00.2
Gateway Left,7/26/2021,20:19,00:00.3
Gateway Left,7/26/2021,20:21,00:00.2
Gateway Left,7/26/2021,20:23,00:00.2
Gateway Left,7/26/2021,20:27,00:00.2
Gateway Left,7/26/2021,20:28,00:00.3
Gateway Left,7/26/2021,20:30,00:00.2
Gateway Left,7/26/2021,20:32,00:00.3
Gateway Left,7/26/2021,20:32,00:01.8
Gateway Left,7/26/2021,20:34,00:00.2
Gateway Left,7/26/2021,20:41,00:00.3
Gateway Left,7/26/2021,20:43,00:00.3
Gateway Left,7/26/2021,20:47,00:00.2
Gateway Left,7/26/2021,20:50,00:00.2
Gateway Left,7/26/2021,20:51,00:00.3
Gateway Left,7/26/2021,21:00,00:00.2
Gateway Left,7/26/2021,21:03,00:00.2
Gateway Left,7/26/2021,21:08,00:00.2
Gateway Left,7/26/2021,21:17,00:00.2
Gateway Left,7/26/2021,21:18,00:00.4
Gateway Left,7/26/2021,21:19,00:00.2
Gateway Left,7/26/2021,21:20,00:00.6
Gateway Left,7/26/2021,22:14,06:52.5
Gateway Left,7/27/2021,0:00,00:27.4
Gateway Left,7/27/2021,19:29,00:00.2
Gateway Left,7/27/2021,19:33,00:00.2
Gateway Left,7/27/2021,19:35,00:00.2
Gateway Left,7/27/2021,19:35,00:00.2
Gateway Left,7/27/2021,19:36,00:00.2
Gateway Left,7/27/2021,19:38,00:00.2
Gateway Left,7/27/2021,19:39,00:00.2
Gateway Left,7/27/2021,19:40,00:00.2
Gateway Left,7/27/2021,19:41,00:42.2
Gateway Left,7/27/2021,19:46,00:00.2
Gateway Left,7/27/2021,19:51,00:00.2
Gateway Left,7/27/2021,19:53,00:00.2
Gateway Left,7/27/2021,19:54,00:00.2
Gateway Left,7/27/2021,19:55,00:00.2
Gateway Left,7/27/2021,19:56,00:00.2
Gateway Left,7/27/2021,20:00,00:03.9
Gateway Left,7/27/2021,20:01,00:00.2
Gateway Left,7/27/2021,20:02,00:00.2
Gateway Left,7/27/2021,20:03,00:00.2
Gateway Left,7/27/2021,20:04,00:00.2
Gateway Left,7/27/2021,20:05,00:00.2
Gateway Left,7/27/2021,20:06,00:00.2
Gateway Left,7/27/2021,20:07,00:28.3
Gateway Left,7/27/2021,20:10,00:03.0
Gateway Left,7/27/2021,20:12,00:00.3
Gateway Left,7/27/2021,20:15,00:00.2
Gateway Left,7/27/2021,20:17,00:00.3
Gateway Left,7/27/2021,20:18,00:00.2
Gateway Left,7/27/2021,20:26,00:00.2
Gateway Left,7/27/2021,20:38,00:00.2
Gateway Left,7/27/2021,20:50,00:00.2
Gateway Left,7/27/2021,20:59,00:00.2
Gateway Left,7/27/2021,21:03,00:00.2
Gateway Left,7/27/2021,21:11,00:00.2
Gateway Left,7/27/2021,22:30,00:00.3
Gateway Left,7/28/2021,0:01,00:00.2
Gateway Left,7/28/2021,0:54,1:-54:10.069000000000003
Gateway Left,7/28/2021,1:13,03:51.6
Gateway Left,7/28/2021,2:35,1:-18:13.511999999999999
Gateway Left,7/28/2021,3:37,1:-37:45.181
Gateway Left,7/28/2021,5:11,00:07.9
Gateway Left,7/28/2021,5:28,1:-17:57.275
Gateway Left,7/28/2021,6:52,1:-32:36.745000000000005
Gateway Left,7/28/2021,8:44,3:-33:21.709000000000003
Gateway Left,7/28/2021,11:47,10:43.6
Gateway Left,7/28/2021,15:44,13:43.3
Gateway Left,7/28/2021,16:47,04:38.6
Gateway Left,7/28/2021,16:56,00:00.2
Gateway Left,7/28/2021,17:01,00:21.4
